,accuracy,n_estimators,max_features,max_depth,criterion,n_jobs
0,0.6955593509820666,111,0.8,97,entropy,-1
1,0.700469684030743,314,0.9,98,entropy,-1
2,0.7092228864218617,566,0.75,90,entropy,-1
3,0.7064474807856533,366,0.5,17,entropy,-1
4,0.6889410760034159,374,0.85,26,entropy,-1
5,0.7030315969257045,233,0.65,63,entropy,-1
6,0.6887275832621691,33,0.75,70,entropy,-1
7,0.6957728437233134,201,0.8,30,entropy,-1
8,0.7066609735269,265,0.65,52,gini,-1
9,0.7013236549957301,276,0.55,94,entropy,-1
