n_estimators,max_features,max_depth,criterion,n_jobs,accuracy
617,0.7,24.0,gini,-1,0.7078795643818065
568,0.6,5.0,entropy,-1,0.6877001921844971
357,0.7,26.0,gini,-1,0.6982703395259449
245,0.85,13.0,gini,-1,0.7069186418962203
497,0.95,87.0,entropy,-1,0.7053171044202434
55,0.8,55.0,entropy,-1,0.6960281870595771
236,0.7,83.0,gini,-1,0.7101217168481743
275,0.55,13.0,entropy,-1,0.7043561819346573
559,0.6,14.0,gini,-1,0.7094811018577835
441,0.95,38.0,entropy,-1,0.7088404868673926
695,0.95,86.0,gini,-1,0.709160794362588
51,0.9,95.0,entropy,-1,0.6995515695067265
132,0.7,15.0,entropy,-1,0.7101217168481743
651,0.75,11.0,entropy,-1,0.7062780269058296
686,0.7,27.0,entropy,-1,0.7110826393337604
473,0.9,90.0,gini,-1,0.709160794362588
452,0.9,57.0,gini,-1,0.7046764894298526
239,0.8,41.0,gini,-1,0.7056374119154388
856,0.5,5.0,entropy,-1,0.683536194746957
958,0.7,15.0,entropy,-1,0.7078795643818065
926,0.5,31.0,gini,-1,0.708199871877002
847,0.55,30.0,gini,-1,0.7085201793721974
21,0.95,23.0,entropy,-1,0.6870595771941064
305,0.75,63.0,entropy,-1,0.7043561819346573
99,0.85,86.0,entropy,-1,0.7014734144778988
128,0.6,76.0,gini,-1,0.7053171044202434
422,0.65,20.0,gini,-1,0.7075592568866111
732,0.65,30.0,entropy,-1,0.7075592568866111
999,0.5,22.0,entropy,-1,0.7037155669442665
764,0.8,43.0,gini,-1,0.7114029468289558
890,0.95,91.0,gini,-1,0.7107623318385651
176,0.95,11.0,gini,-1,0.7040358744394619
415,0.8,29.0,gini,-1,0.7098014093529789
245,0.6,24.0,entropy,-1,0.7053171044202434
12,0.65,34.0,entropy,-1,0.6662395900064062
770,0.8,5.0,gini,-1,0.6870595771941064
527,0.85,29.0,entropy,-1,0.7101217168481743
962,0.8,28.0,entropy,-1,0.708199871877002
120,0.65,95.0,gini,-1,0.7030749519538757
946,0.6,29.0,entropy,-1,0.708199871877002
667,0.65,50.0,gini,-1,0.7085201793721974
60,0.85,2.0,entropy,-1,0.6505445227418322
383,0.5,57.0,entropy,-1,0.7046764894298526
736,0.9,7.0,gini,-1,0.6982703395259449
866,0.85,7.0,entropy,-1,0.6960281870595771
132,0.6,65.0,entropy,-1,0.7065983344010249
301,0.6,73.0,gini,-1,0.7027546444586803
494,0.55,25.0,entropy,-1,0.7056374119154388
34,0.95,70.0,gini,-1,0.6857783472133248
698,0.65,3.0,entropy,-1,0.6604740550928891
928,0.95,39.0,entropy,-1,0.7098014093529789
118,0.8,27.0,entropy,-1,0.7126841768097374
799,0.6,50.0,entropy,-1,0.7062780269058296
986,0.65,85.0,gini,-1,0.7065983344010249
687,0.55,30.0,gini,-1,0.7078795643818065
914,0.75,80.0,entropy,-1,0.7107623318385651
886,0.65,29.0,entropy,-1,0.7126841768097374
586,0.5,96.0,entropy,-1,0.7085201793721974
736,0.5,65.0,entropy,-1,0.709160794362588
567,0.55,21.0,gini,-1,0.7043561819346573
417,0.8,95.0,gini,-1,0.7069186418962203
622,0.5,68.0,gini,-1,0.7072389493914157
259,0.9,31.0,gini,-1,0.7101217168481743
887,0.85,72.0,entropy,-1,0.709160794362588
386,0.95,85.0,entropy,-1,0.712363869314542
425,0.5,17.0,gini,-1,0.7037155669442665
884,0.7,85.0,gini,-1,0.709160794362588
686,0.6,85.0,gini,-1,0.7062780269058296
273,0.5,53.0,entropy,-1,0.7075592568866111
858,0.95,78.0,entropy,-1,0.7053171044202434
758,0.95,45.0,gini,-1,0.7126841768097374
771,0.85,4.0,entropy,-1,0.6710442024343369
984,0.85,56.0,gini,-1,0.7126841768097374
398,0.6,74.0,gini,-1,0.7043561819346573
396,0.7,86.0,gini,-1,0.7078795643818065
95,0.9,72.0,gini,-1,0.7056374119154388
49,0.9,71.0,gini,-1,0.7017937219730942
239,0.5,78.0,gini,-1,0.6989109545163357
211,0.95,89.0,entropy,-1,0.7027546444586803
155,0.5,61.0,entropy,-1,0.7069186418962203
128,0.95,85.0,gini,-1,0.7075592568866111
877,0.9,25.0,entropy,-1,0.7101217168481743
468,0.9,33.0,entropy,-1,0.709160794362588
171,0.95,72.0,entropy,-1,0.7126841768097374
672,0.8,43.0,gini,-1,0.7098014093529789
524,0.6,24.0,entropy,-1,0.7053171044202434
886,0.95,97.0,entropy,-1,0.7101217168481743
380,0.6,64.0,gini,-1,0.708199871877002
264,0.8,17.0,gini,-1,0.709160794362588
864,0.55,7.0,gini,-1,0.6947469570787956
826,0.5,59.0,gini,-1,0.7069186418962203
60,0.6,74.0,entropy,-1,0.6944266495836002
667,0.55,81.0,gini,-1,0.709160794362588
462,0.95,19.0,entropy,-1,0.7120435618193466
555,0.75,56.0,entropy,-1,0.7094811018577835
359,0.7,78.0,entropy,-1,0.7075592568866111
36,0.8,78.0,entropy,-1,0.6912235746316464
60,0.7,22.0,entropy,-1,0.7037155669442665
625,0.85,23.0,entropy,-1,0.7085201793721974
320,0.55,65.0,gini,-1,0.7056374119154388
643,0.7,4.0,gini,-1,0.6745675848814863
692,0.85,34.0,entropy,-1,0.7098014093529789
785,0.55,92.0,entropy,-1,0.7107623318385651
253,0.7,9.0,entropy,-1,0.7011531069827034
716,0.65,1.0,gini,-1,0.6460602178090967
651,0.7,10.0,gini,-1,0.7024343369634849
173,0.8,57.0,entropy,-1,0.7037155669442665
274,0.5,97.0,gini,-1,0.7072389493914157
651,0.5,6.0,gini,-1,0.6870595771941064
404,0.85,55.0,gini,-1,0.7101217168481743
391,0.6,91.0,entropy,-1,0.7088404868673926
496,0.65,3.0,entropy,-1,0.659513132607303
169,0.85,19.0,gini,-1,0.6995515695067265
462,0.85,89.0,entropy,-1,0.7110826393337604
682,0.85,45.0,entropy,-1,0.7130044843049327
893,0.7,94.0,entropy,-1,0.708199871877002
672,0.9,88.0,entropy,-1,0.7088404868673926
835,0.5,49.0,gini,-1,0.704996796925048
361,0.9,24.0,gini,-1,0.7062780269058296
844,0.95,76.0,entropy,-1,0.7098014093529789
899,0.75,69.0,entropy,-1,0.7130044843049327
418,0.65,76.0,entropy,-1,0.7101217168481743
891,0.9,30.0,entropy,-1,0.7110826393337604
559,0.9,12.0,entropy,-1,0.7046764894298526
978,0.6,40.0,entropy,-1,0.7098014093529789
360,0.6,20.0,gini,-1,0.7065983344010249
603,0.55,94.0,entropy,-1,0.709160794362588
621,0.5,35.0,gini,-1,0.7075592568866111
997,0.9,5.0,gini,-1,0.6832158872517617
152,0.85,28.0,entropy,-1,0.7030749519538757
453,0.5,30.0,entropy,-1,0.7094811018577835
326,0.95,86.0,entropy,-1,0.7078795643818065
367,0.8,67.0,entropy,-1,0.7094811018577835
758,0.85,99.0,entropy,-1,0.7110826393337604
920,0.55,69.0,gini,-1,0.7069186418962203
902,0.8,63.0,gini,-1,0.7094811018577835
306,0.75,78.0,gini,-1,0.708199871877002
758,0.75,72.0,gini,-1,0.708199871877002
200,0.85,36.0,gini,-1,0.7062780269058296
995,0.75,61.0,entropy,-1,0.7098014093529789
27,0.8,27.0,entropy,-1,0.7056374119154388
152,0.5,61.0,gini,-1,0.7072389493914157
678,0.6,61.0,entropy,-1,0.7069186418962203
278,0.6,12.0,entropy,-1,0.7085201793721974
412,0.9,14.0,gini,-1,0.7075592568866111
223,0.5,79.0,entropy,-1,0.7021140294682896
983,0.5,97.0,gini,-1,0.7037155669442665
925,0.6,97.0,entropy,-1,0.7085201793721974
761,0.5,77.0,entropy,-1,0.7136450992953235
541,0.6,37.0,gini,-1,0.7046764894298526
357,0.95,11.0,gini,-1,0.7075592568866111
770,0.8,73.0,gini,-1,0.7075592568866111
723,0.65,,entropy,-1,0.7075592568866111
813,0.5,77.0,entropy,-1,0.709160794362588
299,0.55,15.0,entropy,-1,0.7078795643818065
734,0.55,73.0,gini,-1,0.7094811018577835
241,0.65,18.0,entropy,-1,0.7072389493914157
500,0.9,88.0,entropy,-1,0.7136450992953235
494,0.9,57.0,entropy,-1,0.7126841768097374
310,0.85,49.0,entropy,-1,0.7104420243433697
880,0.5,37.0,entropy,-1,0.704996796925048
325,0.8,52.0,gini,-1,0.7110826393337604
31,0.7,91.0,gini,-1,0.6896220371556694
642,0.85,33.0,gini,-1,0.709160794362588
602,0.9,77.0,gini,-1,0.7062780269058296
850,0.75,53.0,entropy,-1,0.7094811018577835
548,0.9,22.0,gini,-1,0.7059577194106342
96,0.7,8.0,entropy,-1,0.7011531069827034
393,0.8,41.0,entropy,-1,0.709160794362588
428,0.8,23.0,entropy,-1,0.7065983344010249
638,0.6,48.0,entropy,-1,0.7110826393337604
160,0.7,5.0,gini,-1,0.6886611146700833
969,0.8,23.0,entropy,-1,0.708199871877002
326,0.5,53.0,entropy,-1,0.7078795643818065
677,0.85,14.0,entropy,-1,0.7114029468289558
29,0.75,8.0,entropy,-1,0.6912235746316464
546,0.6,55.0,entropy,-1,0.7117232543241512
294,0.75,26.0,gini,-1,0.7062780269058296
202,0.9,11.0,entropy,-1,0.700832799487508
183,0.75,26.0,entropy,-1,0.7085201793721974
496,0.95,36.0,entropy,-1,0.7094811018577835
979,0.95,42.0,entropy,-1,0.7088404868673926
668,0.6,2.0,entropy,-1,0.6547085201793722
174,0.55,32.0,entropy,-1,0.7110826393337604
953,0.7,74.0,entropy,-1,0.7088404868673926
913,0.85,66.0,gini,-1,0.7088404868673926
437,0.6,74.0,entropy,-1,0.7104420243433697
492,0.75,53.0,entropy,-1,0.7101217168481743
102,0.55,26.0,gini,-1,0.7101217168481743
753,0.95,69.0,entropy,-1,0.7094811018577835
194,0.65,16.0,gini,-1,0.7062780269058296
585,0.65,83.0,entropy,-1,0.7088404868673926
150,0.5,81.0,entropy,-1,0.7088404868673926
19,0.6,60.0,gini,-1,0.6854580397181294
776,0.9,84.0,gini,-1,0.7056374119154388
970,0.5,50.0,gini,-1,0.7065983344010249
52,0.8,72.0,gini,-1,0.6931454196028187
761,0.65,39.0,gini,-1,0.7101217168481743
291,0.7,93.0,entropy,-1,0.7078795643818065
461,0.7,88.0,gini,-1,0.7078795643818065
707,0.6,49.0,entropy,-1,0.708199871877002
204,0.55,73.0,entropy,-1,0.7114029468289558
839,0.55,55.0,gini,-1,0.708199871877002
718,0.5,58.0,gini,-1,0.7072389493914157
338,0.75,62.0,entropy,-1,0.7104420243433697
622,0.75,8.0,entropy,-1,0.6989109545163357
809,0.55,67.0,entropy,-1,0.704996796925048
961,0.95,42.0,entropy,-1,0.7101217168481743
643,0.5,91.0,gini,-1,0.7078795643818065
267,0.9,32.0,gini,-1,0.7085201793721974
849,0.85,30.0,gini,-1,0.7110826393337604
329,0.95,89.0,gini,-1,0.7098014093529789
347,0.55,24.0,entropy,-1,0.700832799487508
350,0.55,35.0,gini,-1,0.7094811018577835
586,0.5,34.0,entropy,-1,0.7114029468289558
685,0.9,46.0,entropy,-1,0.709160794362588
897,0.8,1.0,gini,-1,0.6460602178090967
844,0.85,42.0,gini,-1,0.7098014093529789
780,0.7,82.0,entropy,-1,0.7098014093529789
907,0.75,20.0,entropy,-1,0.7098014093529789
41,0.65,21.0,gini,-1,0.695067264573991
835,0.75,37.0,gini,-1,0.7110826393337604
21,0.65,79.0,gini,-1,0.6828955797565663
20,0.95,92.0,gini,-1,0.6825752722613709
504,0.8,20.0,gini,-1,0.7088404868673926
18,0.7,29.0,gini,-1,0.680973734785394
733,0.85,18.0,gini,-1,0.7085201793721974
116,0.5,20.0,entropy,-1,0.708199871877002
346,0.85,82.0,entropy,-1,0.709160794362588
608,0.75,19.0,gini,-1,0.7037155669442665
470,0.8,95.0,entropy,-1,0.7085201793721974
307,0.85,91.0,gini,-1,0.7094811018577835
149,0.5,40.0,gini,-1,0.7043561819346573
487,0.7,87.0,entropy,-1,0.7142857142857143
476,0.7,96.0,gini,-1,0.7085201793721974
955,0.65,38.0,gini,-1,0.708199871877002
805,0.85,8.0,gini,-1,0.6989109545163357
492,0.8,38.0,gini,-1,0.7130044843049327
827,0.65,79.0,gini,-1,0.712363869314542
247,0.9,31.0,entropy,-1,0.708199871877002
264,0.65,38.0,gini,-1,0.7062780269058296
363,0.7,53.0,entropy,-1,0.7088404868673926
648,0.8,24.0,gini,-1,0.7046764894298526
81,0.5,88.0,entropy,-1,0.7001921844971173
416,0.9,3.0,entropy,-1,0.6627162075592569
538,0.6,33.0,gini,-1,0.7094811018577835
319,0.7,50.0,entropy,-1,0.7098014093529789
389,0.65,55.0,gini,-1,0.7110826393337604
634,0.8,11.0,gini,-1,0.7062780269058296
928,0.95,63.0,gini,-1,0.7078795643818065
546,0.7,79.0,gini,-1,0.7065983344010249
189,0.65,78.0,entropy,-1,0.7065983344010249
857,0.9,37.0,gini,-1,0.7114029468289558
876,0.6,10.0,gini,-1,0.6976297245355542
499,0.9,89.0,entropy,-1,0.7098014093529789
219,0.55,76.0,entropy,-1,0.7075592568866111
247,0.65,75.0,gini,-1,0.7027546444586803
986,0.95,33.0,entropy,-1,0.7114029468289558
114,0.7,85.0,gini,-1,0.7037155669442665
269,0.95,21.0,entropy,-1,0.7094811018577835
679,0.5,86.0,entropy,-1,0.7110826393337604
59,0.85,85.0,entropy,-1,0.696668802049968
468,0.65,4.0,gini,-1,0.6739269698910955
919,0.6,39.0,gini,-1,0.7078795643818065
773,0.55,75.0,gini,-1,0.709160794362588
405,0.75,9.0,gini,-1,0.700832799487508
280,0.7,11.0,entropy,-1,0.7069186418962203
777,0.85,64.0,entropy,-1,0.7104420243433697
747,0.75,9.0,gini,-1,0.7033952594490711
401,0.9,63.0,gini,-1,0.7075592568866111
268,0.9,31.0,gini,-1,0.7043561819346573
888,0.75,46.0,gini,-1,0.7059577194106342
998,0.85,58.0,entropy,-1,0.712363869314542
151,0.65,65.0,entropy,-1,0.7030749519538757
933,0.95,37.0,entropy,-1,0.7094811018577835
697,0.55,21.0,entropy,-1,0.7085201793721974
70,0.85,28.0,gini,-1,0.7005124919923126
623,0.65,66.0,entropy,-1,0.708199871877002
76,0.75,96.0,gini,-1,0.7024343369634849
903,0.7,24.0,gini,-1,0.709160794362588
469,0.5,74.0,gini,-1,0.7069186418962203
835,0.9,41.0,gini,-1,0.7078795643818065
741,0.8,95.0,gini,-1,0.7101217168481743
447,0.6,84.0,gini,-1,0.7056374119154388
897,0.75,44.0,entropy,-1,0.7104420243433697
151,0.9,91.0,gini,-1,0.7078795643818065
857,0.55,97.0,gini,-1,0.708199871877002
217,0.55,13.0,entropy,-1,0.7001921844971173
248,0.6,93.0,gini,-1,0.7075592568866111
439,0.85,49.0,entropy,-1,0.709160794362588
931,0.85,99.0,entropy,-1,0.7098014093529789
233,0.6,8.0,entropy,-1,0.6992312620115311
640,0.6,64.0,entropy,-1,0.7088404868673926
236,0.65,53.0,entropy,-1,0.7094811018577835
586,0.75,16.0,gini,-1,0.7114029468289558
356,0.95,41.0,gini,-1,0.7072389493914157
995,0.8,80.0,gini,-1,0.7075592568866111
755,0.8,29.0,entropy,-1,0.7146060217809097
758,0.95,13.0,gini,-1,0.7078795643818065
666,0.55,61.0,entropy,-1,0.7046764894298526
354,0.5,24.0,entropy,-1,0.7075592568866111
566,0.6,25.0,entropy,-1,0.7075592568866111
248,0.95,,gini,-1,0.7059577194106342
995,0.55,21.0,entropy,-1,0.708199871877002
424,0.95,48.0,gini,-1,0.7033952594490711
898,0.85,24.0,entropy,-1,0.7142857142857143
718,0.55,18.0,entropy,-1,0.7059577194106342
473,0.5,11.0,entropy,-1,0.7040358744394619
891,0.65,27.0,entropy,-1,0.7065983344010249
811,0.7,50.0,gini,-1,0.7101217168481743
525,0.7,2.0,gini,-1,0.6543882126841768
776,0.95,34.0,gini,-1,0.7033952594490711
106,0.9,2.0,entropy,-1,0.6486226777706599
615,0.95,33.0,gini,-1,0.7085201793721974
521,0.95,73.0,gini,-1,0.7030749519538757
700,0.5,77.0,entropy,-1,0.7110826393337604
63,0.8,22.0,entropy,-1,0.7024343369634849
135,0.55,20.0,gini,-1,0.7088404868673926
791,0.9,61.0,entropy,-1,0.7101217168481743
587,0.8,97.0,gini,-1,0.7104420243433697
593,0.7,20.0,gini,-1,0.7069186418962203
670,0.65,20.0,entropy,-1,0.7110826393337604
677,0.8,46.0,entropy,-1,0.7107623318385651
294,0.75,41.0,gini,-1,0.708199871877002
372,0.75,38.0,entropy,-1,0.7069186418962203
280,0.5,85.0,entropy,-1,0.7065983344010249
945,0.7,6.0,gini,-1,0.6925048046124279
230,0.85,93.0,entropy,-1,0.7053171044202434
918,0.5,31.0,gini,-1,0.7078795643818065
900,0.9,51.0,entropy,-1,0.709160794362588
480,0.7,94.0,gini,-1,0.7114029468289558
715,0.6,38.0,gini,-1,0.708199871877002
945,0.6,20.0,gini,-1,0.7075592568866111
753,0.8,64.0,gini,-1,0.7072389493914157
560,0.85,28.0,gini,-1,0.7114029468289558
558,0.75,87.0,entropy,-1,0.7040358744394619
745,0.5,52.0,gini,-1,0.7040358744394619
21,0.85,82.0,gini,-1,0.6764894298526586
467,0.7,92.0,gini,-1,0.7104420243433697
541,0.65,76.0,entropy,-1,0.709160794362588
877,0.85,87.0,entropy,-1,0.7088404868673926
282,0.65,48.0,gini,-1,0.709160794362588
775,0.5,30.0,gini,-1,0.7094811018577835
577,0.8,17.0,gini,-1,0.7085201793721974
291,0.5,17.0,gini,-1,0.7056374119154388
676,0.75,10.0,entropy,-1,0.7024343369634849
493,0.95,35.0,gini,-1,0.7069186418962203
35,0.65,38.0,entropy,-1,0.6998718770019219
827,0.85,62.0,entropy,-1,0.7107623318385651
202,0.65,46.0,gini,-1,0.7065983344010249
752,0.55,60.0,gini,-1,0.7056374119154388
653,0.9,54.0,entropy,-1,0.7101217168481743
693,0.6,33.0,gini,-1,0.7104420243433697
922,0.5,8.0,entropy,-1,0.6973094170403588
495,0.8,56.0,gini,-1,0.7107623318385651
666,0.7,36.0,gini,-1,0.7117232543241512
625,0.8,86.0,gini,-1,0.7114029468289558
665,0.75,54.0,gini,-1,0.7078795643818065
884,0.85,91.0,gini,-1,0.7101217168481743
920,0.6,36.0,gini,-1,0.7088404868673926
385,0.6,28.0,gini,-1,0.7101217168481743
440,0.55,87.0,gini,-1,0.7088404868673926
64,0.8,99.0,gini,-1,0.6976297245355542
52,0.75,35.0,entropy,-1,0.7033952594490711
126,0.8,71.0,gini,-1,0.7024343369634849
844,0.75,83.0,gini,-1,0.7072389493914157
72,0.85,64.0,gini,-1,0.7062780269058296
843,0.85,8.0,entropy,-1,0.7005124919923126
943,0.6,78.0,entropy,-1,0.7075592568866111
302,0.55,5.0,gini,-1,0.6854580397181294
825,0.5,24.0,gini,-1,0.7069186418962203
625,0.75,61.0,gini,-1,0.7065983344010249
343,0.95,11.0,entropy,-1,0.7043561819346573
438,0.85,66.0,entropy,-1,0.7059577194106342
884,0.55,81.0,gini,-1,0.708199871877002
514,0.55,,gini,-1,0.7107623318385651
396,0.65,74.0,gini,-1,0.7069186418962203
274,0.8,90.0,entropy,-1,0.7069186418962203
404,0.75,64.0,entropy,-1,0.7069186418962203
27,0.7,2.0,entropy,-1,0.6559897501601537
151,0.65,52.0,gini,-1,0.7037155669442665
851,0.75,59.0,gini,-1,0.7088404868673926
428,0.6,1.0,gini,-1,0.6460602178090967
597,0.55,52.0,entropy,-1,0.7075592568866111
355,0.9,38.0,gini,-1,0.7062780269058296
213,0.65,77.0,entropy,-1,0.7053171044202434
640,0.55,48.0,gini,-1,0.7030749519538757
561,0.65,49.0,gini,-1,0.7072389493914157
732,0.75,93.0,entropy,-1,0.7107623318385651
375,0.5,47.0,gini,-1,0.7046764894298526
36,0.5,25.0,entropy,-1,0.6921844971172325
855,0.65,55.0,entropy,-1,0.7072389493914157
304,0.6,93.0,entropy,-1,0.709160794362588
374,0.6,17.0,entropy,-1,0.7059577194106342
177,0.5,64.0,gini,-1,0.7117232543241512
318,0.9,13.0,entropy,-1,0.7040358744394619
296,0.85,82.0,entropy,-1,0.7059577194106342
286,0.85,99.0,gini,-1,0.7146060217809097
556,0.5,83.0,entropy,-1,0.7085201793721974
256,0.75,83.0,gini,-1,0.7114029468289558
145,0.65,90.0,entropy,-1,0.7040358744394619
417,0.8,96.0,entropy,-1,0.7056374119154388
775,0.7,49.0,entropy,-1,0.7114029468289558
155,0.8,62.0,entropy,-1,0.7085201793721974
977,0.95,28.0,entropy,-1,0.7120435618193466
356,0.65,91.0,entropy,-1,0.7101217168481743
315,0.8,51.0,entropy,-1,0.7069186418962203
444,0.9,34.0,gini,-1,0.7117232543241512
714,0.8,92.0,entropy,-1,0.7098014093529789
448,0.65,77.0,entropy,-1,0.7094811018577835
877,0.7,5.0,entropy,-1,0.6873798846893018
899,0.5,95.0,entropy,-1,0.7062780269058296
912,0.95,47.0,gini,-1,0.712363869314542
681,0.75,75.0,entropy,-1,0.7072389493914157
883,0.9,97.0,gini,-1,0.7104420243433697
469,0.95,78.0,gini,-1,0.7088404868673926
760,0.75,96.0,gini,-1,0.708199871877002
224,0.55,46.0,entropy,-1,0.7062780269058296
381,0.95,62.0,gini,-1,0.7088404868673926
836,0.5,36.0,gini,-1,0.708199871877002
647,0.8,96.0,gini,-1,0.7104420243433697
717,0.5,17.0,gini,-1,0.7059577194106342
79,0.65,43.0,gini,-1,0.6960281870595771
335,0.85,73.0,entropy,-1,0.7062780269058296
785,0.9,66.0,gini,-1,0.7098014093529789
107,0.65,26.0,entropy,-1,0.7053171044202434
994,0.85,26.0,entropy,-1,0.7126841768097374
209,0.7,22.0,entropy,-1,0.7104420243433697
252,0.8,4.0,entropy,-1,0.6720051249199231
340,0.95,29.0,gini,-1,0.7043561819346573
288,0.9,38.0,gini,-1,0.7072389493914157
27,0.5,36.0,gini,-1,0.683536194746957
380,0.65,78.0,gini,-1,0.7126841768097374
827,0.65,36.0,gini,-1,0.7075592568866111
761,0.9,6.0,entropy,-1,0.695067264573991
219,0.9,78.0,entropy,-1,0.708199871877002
442,0.7,6.0,gini,-1,0.6925048046124279
353,0.7,42.0,entropy,-1,0.7059577194106342
679,0.65,67.0,entropy,-1,0.708199871877002
328,0.9,72.0,entropy,-1,0.7075592568866111
328,0.65,43.0,gini,-1,0.7062780269058296
74,0.8,1.0,gini,-1,0.6460602178090967
53,0.55,75.0,gini,-1,0.696668802049968
563,0.6,16.0,entropy,-1,0.7056374119154388
753,0.55,85.0,gini,-1,0.7110826393337604
222,0.6,83.0,entropy,-1,0.7085201793721974
577,0.9,11.0,gini,-1,0.708199871877002
673,0.55,92.0,gini,-1,0.7059577194106342
315,0.5,86.0,entropy,-1,0.7043561819346573
347,0.6,3.0,entropy,-1,0.6598334401024984
214,0.6,35.0,entropy,-1,0.7024343369634849
229,0.6,49.0,entropy,-1,0.7098014093529789
603,0.8,20.0,gini,-1,0.7104420243433697
478,0.5,90.0,entropy,-1,0.7053171044202434
